ISO,adm0,adm1,cent_lon,cent_lat
DOM,Dominican Republic,Duarte,-70.08120178,19.25340044
DOM,Dominican Republic,El Seybo,-69.04469309,18.82175395
DOM,Dominican Republic,Espaillat,-70.38509539,19.53001405
DOM,Dominican Republic,Hato Mayor,-69.36723104,18.86576061
DOM,Dominican Republic,Independencia,-71.6170512,18.42689622
DOM,Dominican Republic,La Altagracia,-68.65665855,18.56508101
DOM,Dominican Republic,La Estrelleta,-71.60207833,18.99625536
DOM,Dominican Republic,La Romana,-68.96904231,18.50950903
DOM,Dominican Republic,La Vega,-70.62419857,19.04710174
DOM,Dominican Republic,María Trinidad Sánchez,-69.96604415,19.44196686
DOM,Dominican Republic,Monseñor Nouel,-70.40821227,18.90102218
DOM,Dominican Republic,Monte Cristi,-71.44481407,19.71605049
DOM,Dominican Republic,Monte Plata,-69.79531416,18.83556062
DOM,Dominican Republic,Pedernales,-71.52835976,17.96046164
DOM,Dominican Republic,Peravia,-70.36201626,18.33327966
DOM,Dominican Republic,Puerto Plata,-70.79653222,19.74024137
DOM,Dominican Republic,Sánchez Ramírez,-70.13559806,19.01485539
DOM,Dominican Republic,Salcedo,-70.36418641,19.41058533
DOM,Dominican Republic,Samaná,-69.48051351,19.22631596
DOM,Dominican Republic,San Cristóbal,-70.20079562,18.52443385
DOM,Dominican Republic,San José de Ocoa,-70.48644902,18.61474029
DOM,Dominican Republic,San Juan,-71.27828195,18.87288571
DOM,Dominican Republic,San Pedro de Macorís,-69.35438953,18.55290226
DOM,Dominican Republic,Santiago Rodríguez,-71.31139464,19.37350994
DOM,Dominican Republic,Santiago,-70.89148103,19.32262167
DOM,Dominican Republic,Santo Domingo,-69.84153434,18.56524027
DOM,Dominican Republic,Valverde,-71.03307526,19.57553632
TLS,Timor-Leste,Aileu,125.6359604,-8.701431953
TLS,Timor-Leste,Ainaro,125.5733269,-9.001841369
TLS,Timor-Leste,Ambeno,124.2907272,-9.318689524
TLS,Timor-Leste,Baucau,126.4698111,-8.564568029
TLS,Timor-Leste,Bobonaro,125.1865818,-8.96795452
TLS,Timor-Leste,Covalima,125.2444359,-9.243895144
TLS,Timor-Leste,Dili,125.6301839,-8.428941129
TLS,Timor-Leste,Ermera,125.3877343,-8.812590372
TLS,Timor-Leste,Lautém,126.9683867,-8.514546647
TLS,Timor-Leste,Liquiçá,125.2960477,-8.652460743
TLS,Timor-Leste,Manatuto,125.9765313,-8.713112473
TLS,Timor-Leste,Manufahi,125.7999823,-8.991790595
TLS,Timor-Leste,Viqueque,126.3592679,-8.800659127
ECU,Ecuador,Azuay,-79.14645986,-3.013809411
ECU,Ecuador,Bolivar,-79.10231809,-1.590535743
ECU,Ecuador,Cañar,-79.02443807,-2.529455693
ECU,Ecuador,Carchi,-78.04864553,0.740404871
ECU,Ecuador,Chimborazo,-78.71430624,-1.967684009
ECU,Ecuador,Cotopaxi,-78.85504481,-0.86112602
ECU,Ecuador,El Oro,-79.82623052,-3.508036333
ECU,Ecuador,Esmeraldas,-79.21573651,0.716117422
ECU,Ecuador,Galápagos,-90.89903792,-0.549064124
ECU,Ecuador,Guayas,-79.88101934,-2.121689167
ECU,Ecuador,Imbabura,-78.35585823,0.405881679
ECU,Ecuador,Loja,-79.65455131,-4.088739685
ECU,Ecuador,Los Rios,-79.48693417,-1.344184675
ECU,Ecuador,Manabi,-80.13464066,-0.752164989
ECU,Ecuador,Morona Santiago,-78.00575055,-2.562549253
ECU,Ecuador,Napo,-77.82003516,-0.653876401
ECU,Ecuador,Orellana,-76.36977247,-0.77872249
ECU,Ecuador,Pastaza,-76.87324657,-1.70752836
ECU,Ecuador,Pichincha,-78.59072907,-0.105616495
ECU,Ecuador,Santa Elena,-80.57606258,-2.13152402
ECU,Ecuador,Santo Domingo de los Tsáchilas,-79.21817917,-0.261916893
ECU,Ecuador,Sucumbios,-76.5628747,-0.015340934
ECU,Ecuador,Tungurahua,-78.50471577,-1.290867137
ECU,Ecuador,Zamora Chinchipe,-78.90215593,-4.169320521
EGY,Egypt,Ad Daqahliyah,31.53809569,31.10938146
EGY,Egypt,Al Bahr al Ahmar,33.90835381,25.07906146
EGY,Egypt,Al Buhayrah,30.27628097,30.6294479
EGY,Egypt,Al Fayyum,30.79969036,29.333262
EGY,Egypt,Al Gharbiyah,31.04491861,30.89014288
EGY,Egypt,Al Iskandariyah,29.74511632,30.8446065
EGY,Egypt,Al Isma`iliyah,32.38503385,30.53346907
EGY,Egypt,Al Jizah,29.50908995,28.8511821
EGY,Egypt,Al Minufiyah,30.90528267,30.4674778
EGY,Egypt,Al Minya,30.57647855,28.09032345
EGY,Egypt,Al Qahirah,30.81715371,29.48516576
EGY,Egypt,Al Qahirah,31.46362036,30.02654557
EGY,Egypt,Al Qalyubiyah,31.26964799,30.30717482
EGY,Egypt,Al Uqsur,32.6741344,25.64490755
EGY,Egypt,Al Wadi al Jadid,28.39879961,24.81295613
EGY,Egypt,As Suways,32.24520413,29.67584301
EGY,Egypt,Ash Sharqiyah,31.75094125,30.66268444
EGY,Egypt,Aswan,32.60770427,23.35279247
EGY,Egypt,Asyut,31.63717845,27.33582892
EGY,Egypt,Bani Suwayf,31.07548158,28.81840956
EGY,Egypt,Bur Sa`id,32.26599368,31.12556339
EGY,Egypt,Dumyat,31.75929608,31.38007294
EGY,Egypt,Janub Sina',33.79978092,29.02165264
EGY,Egypt,Kafr ash Shaykh,30.90624727,31.32603282
EGY,Egypt,Matrouh,26.97140978,29.69342124
EGY,Egypt,Qina,32.92887525,25.98119068
EGY,Egypt,Shamal Sina',33.76593589,30.42334804
EGY,Egypt,Suhaj,32.12597395,26.6710032
SLV,El Salvador,Ahuachapán,-89.90191115,13.85753791
SLV,El Salvador,Cabañas,-88.70883855,13.87702643
SLV,El Salvador,Chalatenango,-89.07460249,14.13117611
SLV,El Salvador,Cuscatlán,-89.02002293,13.83559499
SLV,El Salvador,La Libertad,-89.36265532,13.7042149
SLV,El Salvador,La Paz,-88.96411666,13.47524394
SLV,El Salvador,La Unión,-87.88939811,13.52314036
SLV,El Salvador,Morazán,-88.1067483,13.7664523
SLV,El Salvador,San Miguel,-88.25469007,13.53607609
SLV,El Salvador,San Salvador,-89.1654302,13.76328557
SLV,El Salvador,San Vicente,-88.72111079,13.60134505
SLV,El Salvador,Santa Ana,-89.50516127,14.11760513
SLV,El Salvador,Sonsonate,-89.68425638,13.69417285
SLV,El Salvador,Usulután,-88.49040233,13.38213827
GNQ,Equatorial Guinea,Annobón,5.635822159,-1.434954723
GNQ,Equatorial Guinea,Bioko Norte,8.792658238,3.674823216
GNQ,Equatorial Guinea,Bioko Sur,8.63757879,3.418125413
GNQ,Equatorial Guinea,Centro Sur,10.4247085,1.478417759
GNQ,Equatorial Guinea,Kié-Ntem,10.94673849,2.001635056
GNQ,Equatorial Guinea,Litoral,9.844665896,1.512721546
GNQ,Equatorial Guinea,Wele-Nzas,10.99952938,1.492474006
ERI,Eritrea,Anseba,38.8773456,15.33285114
ERI,Eritrea,Debubawi Keyih Bahri,41.6414358,13.72693503
ERI,Eritrea,Debub,39.04494623,16.15946404
ERI,Eritrea,Gash Barka,37.41957424,15.20411103
ERI,Eritrea,Maekel,38.92705539,14.82213332
ERI,Eritrea,Semenawi Keyih Bahri,37.76650238,16.45065063
EST,Estonia,Harju,24.92194304,59.30729922
EST,Estonia,Hiiu,22.63663535,58.88807339
EST,Estonia,Ida-Viru,27.34719877,59.21715653
EST,Estonia,Järva,25.66581281,58.938029
EST,Estonia,Jõgeva,26.44587785,58.71358034
EST,Estonia,Lääne-Viru,26.36008301,59.25975728
EST,Estonia,Lääne,23.76455028,58.89414834
EST,Estonia,Pärnu,24.56532712,58.39754819
EST,Estonia,Põlva,27.16355421,58.04086466
EST,Estonia,Peipsi,27.3460354,58.68383039
EST,Estonia,Rapla,24.70044263,58.9223952
EST,Estonia,Saare,22.55013303,58.39159701
EST,Estonia,Tartu,26.68416717,58.36145367
EST,Estonia,Võru,26.92463572,57.75064492
EST,Estonia,Valga,26.17937365,57.92749696
EST,Estonia,Viljandi,25.55190986,58.33650814
ETH,Ethiopia,Addis Abeba,38.78553855,8.980482942
ETH,Ethiopia,Afar,40.7684263,12.03748036
ETH,Ethiopia,Amhara,38.04731169,11.56246391
ETH,Ethiopia,Benshangul-Gumaz,35.44237778,10.50800672
ETH,Ethiopia,Dire Dawa,42.00302663,9.606269025
ETH,Ethiopia,Gambela Peoples,34.32862318,7.707367955
ETH,Ethiopia,Harari People,42.17252598,9.289660181
ETH,Ethiopia,Oromia,38.76544158,7.507236611
ETH,Ethiopia,Somali,43.33582439,6.918982846
ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",36.81105234,6.466449332
ETH,Ethiopia,Tigray,38.4415074,13.77672826
FRO,Faroe Islands,Eysturoyar,-6.935503038,62.21923881
FRO,Faroe Islands,Norderøerne,-6.543098512,62.28376451
FRO,Faroe Islands,Sandoyar,-6.7851427,61.83269463
FRO,Faroe Islands,Streymoyar,-6.963868359,62.08796055
FRO,Faroe Islands,Suðuroyar,-6.832983828,61.52776377
FRO,Faroe Islands,Vågø,-7.278990973,62.08942063
FJI,Fiji,Central,178.240417,-17.95573478
FJI,Fiji,Eastern,70.11215956,-18.38051152
FJI,Fiji,Northern,155.0925655,-16.6152447
FJI,Fiji,Rotuma,177.0803748,-12.50316529
FJI,Fiji,Western,177.764625,-17.74220393
FIN,Finland,Eastern Finland,28.38367563,62.64471814
FIN,Finland,Lapland,26.32952409,67.73015732
FIN,Finland,Oulu,27.39901418,64.79445903
FIN,Finland,Southern Finland,26.43592942,60.75355156
FIN,Finland,Western Finland,23.68399344,62.08400071
FRA,France,Alsace,7.435147257,48.33017149
FRA,France,Aquitaine,-0.227265552,44.35337959
FRA,France,Auvergne,3.177034099,45.6560736
FRA,France,Île-de-France,2.503472808,48.70922907
FRA,France,Basse-Normandie,-0.524925222,48.9291891
FRA,France,Bourgogne,4.149445158,47.2477147
FRA,France,Bretagne,-2.845106916,48.17902319
FRA,France,Centre,1.684385624,47.48475994
FRA,France,Champagne-Ardenne,4.541222283,48.7362773
FRA,France,Corse,9.105593171,42.15147546
FRA,France,Franche-Comté,6.088030368,47.20785649
FRA,France,Haute-Normandie,1.011762812,49.39199965
FRA,France,Languedoc-Roussillon,3.226043108,43.59571719
FRA,France,Limousin,1.714169885,45.77407935
FRA,France,Lorraine,6.141784717,48.76224233
FRA,France,Midi-Pyrénées,1.487245823,43.76810744
FRA,France,Nord-Pas-de-Calais,2.714220398,50.47286586
FRA,France,Pays de la Loire,-0.815496218,47.47771174
FRA,France,Picardie,2.806914772,49.64306646
FRA,France,Poitou-Charentes,-0.082719121,46.16233069
FRA,France,Provence-Alpes-Côte d'Azur,6.058714206,43.95747607
FRA,France,Rhône-Alpes,5.343483492,45.43734854
GUF,French Guiana,Cayenne,-52.69764636,3.989561192
GUF,French Guiana,Saint-Laurent-du-Maroni,-53.7892637,3.868571232
PYF,French Polynesia,Îles Australes ,-142.27913,-23.0410521
PYF,French Polynesia,Îles du Vent,-149.4603413,-17.65767749
PYF,French Polynesia,Îles Marquises,-139.6629088,-9.257582747
PYF,French Polynesia,Îles Sous-le-Vent,-151.5597912,-16.69669093
PYF,French Polynesia,Îles Tuamotu-Gambier,-144.286974,-16.26953994
ATF,French Southern Territories,Îles Éparses,41.6628745,-20.50310289
ATF,French Southern Territories,Îles Crozet,51.61548425,-46.35655091
ATF,French Southern Territories,Îles Saint Paul et Amsterdam,77.55169721,-37.96560727
ATF,French Southern Territories,Kerguelen,69.48472137,-49.2992339
GAB,Gabon,Estuaire,10.0367712,0.305483899
GAB,Gabon,Haut-Ogooué,13.72507885,-1.326660282
GAB,Gabon,Moyen-Ogooué,10.57126592,-0.444454735
GAB,Gabon,Ngounié,11.19841116,-1.653642732
GAB,Gabon,Nyanga,11.10636537,-3.044341182
GAB,Gabon,Ogooué-Ivindo,12.8538551,0.472054408
GAB,Gabon,Ogooué-Lolo,12.61726811,-0.852287174
GAB,Gabon,Ogooué-Maritime,9.665314137,-1.604723028
GAB,Gabon,Wouleu-Ntem,11.95253674,1.401591433
GMB,Gambia,Banjul,-16.65197669,13.44924474
GMB,Gambia,Lower River,-15.74303001,13.3858842
GMB,Gambia,Maccarthy Island,-14.92897337,13.5993813
GMB,Gambia,North Bank,-16.00854694,13.50744052
GMB,Gambia,Upper River,-14.16027433,13.39377876
GMB,Gambia,Western,-16.4015588,13.24539565
GEO,Georgia,Abkhazia,41.181452,43.10375658
GEO,Georgia,Ajaria,42.0818901,41.64885383
GEO,Georgia,Guria,42.14579842,41.96392323
GEO,Georgia,Imereti,42.95529811,42.15691858
GEO,Georgia,Kakheti,45.78057066,41.76068416
GEO,Georgia,Kvemo Kartli,44.50687624,41.49391238
GEO,Georgia,Mtskheta-Mtianeti,44.74343421,42.29462738
GEO,Georgia,Racha-Lechkhumi-Kvemo Svaneti,43.15852374,42.64531472
GEO,Georgia,Samegrelo-Zemo Svaneti,42.27517127,42.69765347
GEO,Georgia,Samtskhe-Javakheti,43.32539957,41.5379281
GEO,Georgia,Shida Kartli,44.00797325,42.10666318
GEO,Georgia,Tbilisi,44.83289429,41.70169634
DEU,Germany,Baden-Württemberg,9.049127895,48.53746029
DEU,Germany,Bayern,11.41991337,48.9475745
DEU,Germany,Berlin,13.40185024,52.50153158
DEU,Germany,Brandenburg,13.39776878,52.47288426
DEU,Germany,Bremen,8.744642062,53.19771654
DEU,Germany,Hamburg,10.02079442,53.54637735
DEU,Germany,Hessen,9.031050458,50.6032229
DEU,Germany,Mecklenburg-Vorpommern,12.53479512,53.75337381
DEU,Germany,Niedersachsen,9.159233626,52.76588295
DEU,Germany,Nordrhein-Westfalen,7.562080282,51.47970566
DEU,Germany,Rheinland-Pfalz,7.44911462,49.91368885
DEU,Germany,Saarland,6.953135496,49.38436768
DEU,Germany,Sachsen-Anhalt,11.7006816,52.0131816
DEU,Germany,Sachsen,13.34856083,51.05233389
DEU,Germany,Schleswig-Holstein,9.810081897,54.1828802
DEU,Germany,Thüringen,11.02487514,50.90387498
GHA,Ghana,Ashanti,-1.448572511,6.803615671
GHA,Ghana,Brong Ahafo,-1.657978191,7.706088399
GHA,Ghana,Central,-1.197225786,5.560964257
GHA,Ghana,Eastern,-0.450589258,6.412756788
GHA,Ghana,Greater Accra,0.065873421,5.821748049
GHA,Ghana,Northern,-0.966658207,9.35375739
GHA,Ghana,Upper East,-0.820530825,10.77765188
GHA,Ghana,Upper West,-2.209539873,10.39606021
GHA,Ghana,Volta,0.392035023,7.269001736
GHA,Ghana,Western,-2.415957617,5.752793477
GRC,Greece,Aegean,26.21655655,37.61186074
GRC,Greece,Athos,24.19595779,40.26736202
GRC,Greece,Attica,23.59975497,37.83507643
GRC,Greece,Crete,24.84469767,35.22928432
GRC,Greece,Epirus and Western Macedonia,21.13836837,39.98748257
GRC,Greece,Macedonia and Thrace,23.89518943,40.92309929
GRC,Greece,"Peloponnese, Western Greece and the Ionian Islands",21.94911767,37.81194258
GRC,Greece,Thessaly and Central Greece,22.54022188,39.07280638
GRL,Greenland,Kujalleq,-44.1719918,61.29333865
GRL,Greenland,Northeast Greenland National Park,-35.50698224,77.71174236
GRL,Greenland,Qaasuitsup,-54.76616333,75.06067091
GRL,Greenland,Qeqqata,-48.83261369,66.24481784
GRL,Greenland,Sermersooq,-38.82766012,67.29126734
GRD,Grenada,Carriacou,-61.45005778,12.48000653
GRD,Grenada,Saint Andrew,-61.65258543,12.11739443
GRD,Grenada,Saint David,-61.68052533,12.04364468
GRD,Grenada,Saint George,-61.73540342,12.05278299
GRD,Grenada,Saint John,-61.7168385,12.13997675
GRD,Grenada,Saint Mark,-61.6904428,12.18656172
GRD,Grenada,Saint Patrick,-61.63378743,12.20978774
GLP,Guadeloupe,Basse-Terre,-61.67840793,16.15478313
GLP,Guadeloupe,Pointe-à-Pitre,-61.38483198,16.24531555
GUM,Guam,Agana Heights,144.7444223,13.46651787
GUM,Guam,Agat,144.6692152,13.35673049
GUM,Guam,Asan,144.7256781,13.45713852
GUM,Guam,Barrigada,144.8099025,13.47668423
GUM,Guam,Chalan-Pago-Ordot,144.7698899,13.44195325
GUM,Guam,Dededo,144.8475234,13.56044973
GUM,Guam,Hagåtña,144.7505058,13.47426892
GUM,Guam,Inarajan,144.7347964,13.2945526
GUM,Guam,Mangilao,144.8292868,13.46503176
GUM,Guam,Merizo,144.6877886,13.26537288
GUM,Guam,Mongmong-Toto-Maite,144.7724857,13.47112928
GUM,Guam,Piti,144.6883664,13.44350557
GUM,Guam,Santa Rita,144.6815328,13.39998791
GUM,Guam,Sinajana,144.7609916,13.46045043
GUM,Guam,Talofofo,144.7237435,13.33815307
GUM,Guam,Tamuning,144.7969229,13.50571096
GUM,Guam,Umatac,144.6684327,13.3081725
GUM,Guam,Yigo,144.9009455,13.56917585
GUM,Guam,Yona,144.743326,13.40591535
GTM,Guatemala,Alta Verapaz,-90.13243637,15.63553327
GTM,Guatemala,Baja Verapaz,-90.3710782,15.10119718
GTM,Guatemala,Chimaltenango,-90.92037503,14.69391258
GTM,Guatemala,Chiquimula,-89.41827525,14.6901145
GTM,Guatemala,El Progreso,-90.08054763,14.89484082
GTM,Guatemala,Escuintla,-90.99640772,14.16376911
GTM,Guatemala,Guatemala,-90.48779733,14.62976735
GTM,Guatemala,Huehuetenango,-91.54556455,15.65936746
GTM,Guatemala,Izabal,-89.03859295,15.55097289
GTM,Guatemala,Jalapa,-89.94503544,14.62016411
GTM,Guatemala,Jutiapa,-89.89224635,14.21148354
GTM,Guatemala,Petén,-90.01503003,16.97356742
GTM,Guatemala,Quezaltenango,-91.71413083,14.78749072
GTM,Guatemala,Quiché,-90.93634274,15.43250294
GTM,Guatemala,Retalhuleu,-91.78942619,14.41869354
GTM,Guatemala,Sacatepéquez,-90.74148206,14.55277043
GTM,Guatemala,San Marcos,-91.93232156,15.01935358
GTM,Guatemala,Santa Rosa,-90.3339631,14.1669681
GTM,Guatemala,Sololá,-91.25894678,14.71662228
GTM,Guatemala,Suchitepéquez,-91.40865742,14.40343665
GTM,Guatemala,Totonicapán,-91.37723643,15.01312356
GTM,Guatemala,Zacapa,-89.50699998,15.0352529
GGY,Guernsey,"Alderney
Alderney
Alderney
",-2.203550113,49.71647642
GGY,Guernsey,Brecqhou,-2.388520554,49.43185071
GGY,Guernsey,"Castel
",-2.594659151,49.463968
GGY,Guernsey,Forest,-2.595245429,49.42678948
GGY,Guernsey,"Herm
",-2.449570995,49.47257559
GGY,Guernsey,"Jethou
",-2.462836549,49.45930166
GGY,Guernsey,Saint Andrew,-2.574646249,49.44788612
GGY,Guernsey,"Saint Martin
",-2.554753554,49.43162949
GGY,Guernsey,Saint Peter Port,-2.54591159,49.45734144
GGY,Guernsey,Saint Pierre du Bois,-2.639326435,49.43854819
GGY,Guernsey,Saint Sampson,-2.544733676,49.48275971
GGY,Guernsey,Saint Saviour,-2.620957258,49.44775812
GGY,Guernsey,"Sark
",-2.363300746,49.4288067
GGY,Guernsey,Torteval,-2.653044223,49.42879796
GGY,Guernsey,"Vale
",-2.535366848,49.49241639
GIN,Guinea,Boké,-13.76656922,11.36205213
GIN,Guinea,Conakry,-13.57153701,9.626656367
GIN,Guinea,Faranah,-10.65815167,10.49002741
GIN,Guinea,Kankan,-9.336101831,10.58366599
GIN,Guinea,Kindia,-13.12096117,10.21672434
GIN,Guinea,Labé,-12.01750215,11.75571514
GIN,Guinea,Mamou,-12.07571791,10.6693989
GIN,Guinea,Nzérékoré,-8.899059962,8.43731555
GNB,Guinea-Bissau,Bafatá,-14.70709412,12.16319565
GNB,Guinea-Bissau,Biombo,-15.78058441,11.8763569
GNB,Guinea-Bissau,Bissau,-15.61065185,11.87564316
GNB,Guinea-Bissau,Bolama,-16.00442628,11.31109444
GNB,Guinea-Bissau,Cacheu,-16.04173736,12.19636802
GNB,Guinea-Bissau,Gabú,-14.11037446,12.1629194
GNB,Guinea-Bissau,Oio,-15.2702507,12.28690668
GNB,Guinea-Bissau,Quinara,-15.18687127,11.66393571
GNB,Guinea-Bissau,Tombali,-14.98958555,11.3299212
GUY,Guyana,Barima-Waini,-59.74693268,7.619199687
GUY,Guyana,Cuyuni-Mazaruni,-59.94962944,6.152835657
GUY,Guyana,Demerara-Mahaica,-58.12133666,6.491652521
GUY,Guyana,East Berbice-Corentyne,-57.65912059,3.384268776
GUY,Guyana,Essequibo Islands-West Demerara,-58.46494732,6.609486469
GUY,Guyana,Mahaica-Berbice,-57.84537072,6.204201045
GUY,Guyana,Pomeroon-Supenaam,-58.84071762,7.17011681
GUY,Guyana,Potaro-Siparuni,-59.30103734,4.859767591
GUY,Guyana,Upper Demerara-Berbice,-58.29358337,5.364212369
GUY,Guyana,Upper Takutu-Upper Essequibo,-58.97180239,2.83599612
HTI,Haiti,Centre,-71.98171951,19.0095769
HTI,Haiti,Grand'Anse,-74.1313771,18.50692339
HTI,Haiti,L'Artibonite,-72.56710797,19.3319719
HTI,Haiti,Nippes,-73.39508147,18.43291069
HTI,Haiti,Nord-Est,-71.8883279,19.50860763
HTI,Haiti,Nord-Ouest,-73.03692965,19.82121744
HTI,Haiti,Nord,-72.29704524,19.60002971
HTI,Haiti,Ouest,-72.42536269,18.57803122
HTI,Haiti,Sud-Est,-72.36030199,18.252826
HTI,Haiti,Sud,-73.71586649,18.27965358
HND,Honduras,Atlántida,-87.16402046,15.66255023
HND,Honduras,Choluteca,-87.11701826,13.34594648
HND,Honduras,Colón,-85.61156444,15.64024129
HND,Honduras,Comayagua,-87.64010597,14.61296663
HND,Honduras,Copán,-88.89409529,14.89890364
HND,Honduras,Cortés,-87.99667906,15.39658769
HND,Honduras,El Paraíso,-86.48299852,14.01655548
HND,Honduras,Francisco Morazán,-87.18812587,14.28352027
HND,Honduras,Gracias a Dios,-84.35015818,15.22430285
HND,Honduras,Intibucá,-88.20422926,14.31695514
HND,Honduras,Islas de la Bahía,-86.38021653,16.34106115
HND,Honduras,La Paz,-87.88235465,14.09483471
HND,Honduras,Lempira,-88.58750119,14.39697289
HND,Honduras,Ocotepeque,-89.04319516,14.47734073
HND,Honduras,Olancho,-85.93681989,14.8300544
HND,Honduras,Santa Bárbara,-88.34704918,15.08669493
HND,Honduras,Valle,-87.58877235,13.53708353
HND,Honduras,Yoro,-87.20288078,15.30052349
HKG,Hong Kong,Central and Western,114.1460296,22.2757779
HKG,Hong Kong,Eastern,114.221754,22.27261738
HKG,Hong Kong,Islands,113.9659004,22.2510424
HKG,Hong Kong,Kowloon City,114.1883975,22.32337872
HKG,Hong Kong,Kwai Tsing,114.1168512,22.34987193
HKG,Hong Kong,Kwun Tong,114.2262571,22.31508806
HKG,Hong Kong,North,114.1857244,22.51547989
HKG,Hong Kong,Sai Kung,114.3064977,22.3579686
HKG,Hong Kong,Sha Tin,114.1990207,22.38678122
HKG,Hong Kong,Sham Shui Po,114.1542925,22.33426607
HKG,Hong Kong,Southern,114.2004046,22.23970694
HKG,Hong Kong,Tai Po,114.2392226,22.45335874
HKG,Hong Kong,Tsuen Wan,114.0893848,22.37506274
HKG,Hong Kong,Tuen Mun,113.9767579,22.39399001
HKG,Hong Kong,Wan Chai,114.1834549,22.2693615
HKG,Hong Kong,Wong Tai Sin,114.2043627,22.34471846
HKG,Hong Kong,Yau Tsim Mong,114.1680781,22.31050397
HKG,Hong Kong,Yuen Long,114.0494063,22.4510198
HUN,Hungary,Bács-Kiskun,19.37474554,46.56366517
HUN,Hungary,Békés,21.00632564,46.73541341
HUN,Hungary,Baranya,18.19702163,46.04304794
HUN,Hungary,Borsod-Abaúj-Zemplén,20.96247154,48.20016408
HUN,Hungary,Budapest,19.10295828,47.48622561
HUN,Hungary,Csongrád,20.23316982,46.42944093
HUN,Hungary,Fejér,18.53203082,47.13098487
HUN,Hungary,Gyor-Moson-Sopron,17.28018414,47.64247636
HUN,Hungary,Hajdú-Bihar,21.4593892,47.47262916
HUN,Hungary,Heves,20.19601311,47.78138024
HUN,Hungary,Jász-Nagykun-Szolnok,20.41798444,47.263262
HUN,Hungary,Komárom-Esztergom,18.30979661,47.61074768
HUN,Hungary,Nógrád,19.52021975,47.98837152
HUN,Hungary,Pest,19.35774099,47.40839385
HUN,Hungary,Somogy,17.6032174,46.45257437
HUN,Hungary,Szabolcs-Szatmár-Bereg,22.0834647,47.99839762
HUN,Hungary,Tolna,18.53540333,46.51242177
HUN,Hungary,Vas,16.75134822,47.14786806
HUN,Hungary,Veszprém,17.65230958,47.13140219
HUN,Hungary,Zala,16.90323683,46.69214874
ISL,Iceland,Austurland,-15.42239192,64.90673292
ISL,Iceland,Hálshreppur,-17.11930689,65.53501794
ISL,Iceland,Höfuðborgarsvæði,-21.66486841,64.16093459
ISL,Iceland,Norðurland vestra,-19.67672481,65.36726082
ISL,Iceland,Suðurland,-19.24345473,64.13496632
ISL,Iceland,Suðurnes,-22.31072917,63.93028007
ISL,Iceland,Vestfirðir,-22.56113792,65.81048952
ISL,Iceland,Vesturland,-21.69402582,64.84365766
IND,India,Andaman and Nicobar,92.96817805,11.22599916
IND,India,Andhra Pradesh,79.92713851,15.71260766
IND,India,Arunachal Pradesh,94.67669495,28.03900639
IND,India,Assam,92.82954163,26.3573536
IND,India,Bihar,85.6048398,25.67965826
IND,India,Chandigarh,76.76827809,30.73383893
IND,India,Chhattisgarh,82.03536606,21.26470475
IND,India,Dadra and Nagar Haveli,73.08090143,20.19474194
IND,India,Daman and Diu,72.27918013,20.50551116
IND,India,Goa,74.05739562,15.35968207
IND,India,Gujarat,71.5884337,22.6903222
IND,India,Haryana,76.33282351,29.20004038
IND,India,Himachal Pradesh,77.23308096,31.92721256
IND,India,Jammu and Kashmir,76.61263777,33.75942968
IND,India,Jharkhand,85.55763148,23.65453582
IND,India,Karnataka,76.16643556,14.7051803
IND,India,Kerala,76.4057486,10.45089774
IND,India,Lakshadweep,72.93961267,10.4512736
IND,India,Madhya Pradesh,78.28963287,23.54151345
IND,India,Maharashtra,76.10822143,19.44975928
IND,India,Manipur,93.88254078,24.73897499
IND,India,Meghalaya,91.27888218,25.53693417
IND,India,Mizoram,92.83822371,23.30937513
IND,India,Nagaland,94.47030166,26.06702015
IND,India,NCT of Delhi,77.10897953,28.64651897
IND,India,Odisha,84.41805896,20.50542802
IND,India,Puducherry,78.86498024,11.88265785
IND,India,Punjab,75.40878951,30.84146482
IND,India,Rajasthan,73.84797344,26.58342294
IND,India,Sikkim,88.47287208,27.57153591
IND,India,Tamil Nadu,80.25802168,13.45746265
IND,India,Tamil Nadu,78.40062409,11.00609142
IND,India,Telangana,79.05945705,17.79483995
IND,India,Tripura,91.74358799,23.74679899
IND,India,Uttar Pradesh,80.56098215,26.92542523
IND,India,Uttarakhand,79.19760744,30.15644742
IND,India,West Bengal,87.97960982,23.81367011
IDN,Indonesia,Aceh,96.90901216,4.221964173
IDN,Indonesia,Bali,115.1317309,-8.369652367
IDN,Indonesia,Bangka-Belitung,106.5557487,-2.44972808
IDN,Indonesia,Banten,106.1076878,-6.456227779
IDN,Indonesia,Bengkulu,102.3446804,-3.558703051
IDN,Indonesia,Gorontalo,122.3741583,0.68727844
IDN,Indonesia,Irian Jaya Barat,132.9309505,-2.010279289
IDN,Indonesia,Jakarta Raya,106.8336961,-6.199073865
IDN,Indonesia,Jambi,102.7219019,-1.697698882
IDN,Indonesia,Jawa Barat,107.6030627,-6.919860067
IDN,Indonesia,Jawa Tengah,110.2000468,-7.258565339
IDN,Indonesia,Jawa Timur,112.7334159,-7.719056677
IDN,Indonesia,Kalimantan Barat,111.1206467,-0.086102145
IDN,Indonesia,Kalimantan Selatan,115.434942,-3.001507671
IDN,Indonesia,Kalimantan Tengah,113.4168125,-1.601037237
